State,Regional_division,population,Article_Title,Revision_ID,article_quality
Alabama,East South Central,5074296,"Coffeeville, Alabama",1166029689,C
Alabama,East South Central,5074296,"Coker, Alabama",1166018360,Start
Alabama,East South Central,5074296,"Collinsville, Alabama",1177947751,C
Alabama,East South Central,5074296,"Colony, Alabama",1166018463,GA
Alabama,East South Central,5074296,"Columbia, Alabama",1166018475,C
Alabama,East South Central,5074296,"Columbiana, Alabama",1151357569,C
Alabama,East South Central,5074296,"Coosada, Alabama",1172561590,C
Alabama,East South Central,5074296,"Cordova, Alabama",1165645181,GA
Alabama,East South Central,5074296,"Cottonwood, Alabama",1096812941,C
Alabama,East South Central,5074296,"County Line, Alabama",1166018950,Start
Alabama,East South Central,5074296,"Courtland, Alabama",1157580326,GA
Alabama,East South Central,5074296,"Cowarts, Alabama",1166019003,C
Alabama,East South Central,5074296,"Creola, Alabama",1139764613,GA
Alabama,East South Central,5074296,"Crossville, Alabama",1166066155,C
Alabama,East South Central,5074296,"Cuba, Alabama",1175879685,C
Alabama,East South Central,5074296,"Cullman, Alabama",1180017307,B
Alabama,East South Central,5074296,"Cusseta, Alabama",1172824345,Start
Alabama,East South Central,5074296,"Dadeville, Alabama",1158607851,C
Alabama,East South Central,5074296,"Daleville, Alabama",1154496305,GA
Alabama,East South Central,5074296,"Daphne, Alabama",1165646156,FA
Alabama,East South Central,5074296,"Dauphin Island, Alabama",1174226588,B
Alabama,East South Central,5074296,"Daviston, Alabama",1166066473,C
Alabama,East South Central,5074296,"Dayton, Alabama",1166066487,C
Alabama,East South Central,5074296,"Deatsville, Alabama",1166066515,C
Alabama,East South Central,5074296,"Decatur, Alabama",1178063438,C
Alabama,East South Central,5074296,"Demopolis, Alabama",1161394946,B
Alabama,East South Central,5074296,"Detroit, Alabama",1166066756,Start
Alabama,East South Central,5074296,"Dodge City, Alabama",1166066982,Start
Alabama,East South Central,5074296,"Dora, Alabama",1165647022,C
Alabama,East South Central,5074296,"Dothan, Alabama",1179231968,B
Alabama,East South Central,5074296,"Double Springs, Alabama",1159024876,C
Alabama,East South Central,5074296,"Douglas, Alabama",1166067023,GA
Alabama,East South Central,5074296,"Dozier, Alabama",1096813187,Start
Alabama,East South Central,5074296,"Dutton, Alabama",1166067175,C
Alabama,East South Central,5074296,"East Brewton, Alabama",1165647609,C
Alabama,East South Central,5074296,"Eclectic, Alabama",1145048302,C
Alabama,East South Central,5074296,"Edwardsville, Alabama",1166067508,C
Alabama,East South Central,5074296,"Elba, Alabama",1163400900,C
Alabama,East South Central,5074296,"Elberta, Alabama",1175895043,C
Alabama,East South Central,5074296,"Eldridge, Alabama",1178177223,Start
Alabama,East South Central,5074296,"Elkmont, Alabama",1176555126,C
Alabama,East South Central,5074296,"Elmore, Alabama",1166067658,C
Alabama,East South Central,5074296,"Emelle, Alabama",1158753175,C
Alabama,East South Central,5074296,"Enterprise, Alabama",1160273773,C
Alabama,East South Central,5074296,"Epes, Alabama",1166067751,C
Alabama,East South Central,5074296,"Ethelsville, Alabama",1166067848,Start
Alabama,East South Central,5074296,"Eufaula, Alabama",1160493671,GA
Alabama,East South Central,5074296,"Eutaw, Alabama",1158611853,C
Alabama,East South Central,5074296,"Eva, Alabama",1166067877,GA
Alabama,East South Central,5074296,"Evergreen, Conecuh County, Alabama",1158611789,C
Alabama,East South Central,5074296,"Excel, Alabama",1166067942,C
Alabama,East South Central,5074296,"Fairfield, Alabama",1177239572,C
Alabama,East South Central,5074296,"Fairhope, Alabama",1173963070,C
Alabama,East South Central,5074296,"Fairview, Alabama",1166068021,C
Alabama,East South Central,5074296,"Falkville, Alabama",1166068054,GA
Alabama,East South Central,5074296,"Faunsdale, Alabama",1167428050,GA
Alabama,East South Central,5074296,"Fayette, Alabama",1142947111,C
Alabama,East South Central,5074296,"Five Points, Alabama",1166068289,C
Alabama,East South Central,5074296,"Flomaton, Alabama",1166244039,C
Alabama,East South Central,5074296,"Florala, Alabama",1166068321,C
Alabama,East South Central,5074296,"Florence, Alabama",1178304592,C
Alabama,East South Central,5074296,"Foley, Alabama",1166414056,C
Alabama,East South Central,5074296,"Forkland, Alabama",1166068466,C
Alabama,East South Central,5074296,"Fort Deposit, Alabama",1177020476,C
Alabama,East South Central,5074296,"Fort Payne, Alabama",1172551841,GA
Alabama,East South Central,5074296,"Franklin, Alabama",1166068620,GA
Alabama,East South Central,5074296,"Frisco City, Alabama",1166068863,C
Alabama,East South Central,5074296,"Fruithurst, Alabama",1166068877,Start
Alabama,East South Central,5074296,"Fulton, Alabama",1166068885,Start
Alabama,East South Central,5074296,"Fultondale, Alabama",1165840932,C
Alabama,East South Central,5074296,"Fyffe, Alabama",1160192215,C
Alabama,East South Central,5074296,"Gadsden, Alabama",1177146243,C
Alabama,East South Central,5074296,"Gainesville, Alabama",1166068936,C
Alabama,East South Central,5074296,"Gantt, Alabama",1180408898,Start
Alabama,East South Central,5074296,"Garden City, Alabama",1166068968,C
Alabama,East South Central,5074296,"Gardendale, Alabama",1175530987,C
Alabama,East South Central,5074296,"Gaylesville, Alabama",1166069113,C
Alabama,East South Central,5074296,"Geiger, Alabama",1166069121,Start
Alabama,East South Central,5074296,"Geneva, Alabama",1179698088,C
Alabama,East South Central,5074296,"Georgiana, Alabama",1178540000,Start
Alabama,East South Central,5074296,"Geraldine, Alabama",1166069211,C
Alabama,East South Central,5074296,"Gilbertown, Alabama",1166069407,C
Alabama,East South Central,5074296,"Glen Allen, Alabama",1166069457,C
Alabama,East South Central,5074296,"Glencoe, Alabama",1165748058,C
Alabama,East South Central,5074296,"Glenwood, Alabama",1096814086,Start
Alabama,East South Central,5074296,"Goldville, Alabama",1177535939,Start
Alabama,East South Central,5074296,"Good Hope, Alabama",1165748200,C
Alabama,East South Central,5074296,"Goodwater, Alabama",1166069571,C
Alabama,East South Central,5074296,"Gordo, Alabama",1176908359,C
Alabama,East South Central,5074296,"Gordon, Alabama",1166069580,C
Alabama,East South Central,5074296,"Gordonville, Alabama",1166069594,C
Alabama,East South Central,5074296,"Goshen, Alabama",1166069601,C
Alabama,East South Central,5074296,"Grant, Alabama",1166069728,GA
Alabama,East South Central,5074296,"Graysville, Alabama",1177622200,C
Alabama,East South Central,5074296,"Greensboro, Alabama",1172134373,C
Alabama,East South Central,5074296,"Greenville, Alabama",1171417115,C
Alabama,East South Central,5074296,"Grimes, Alabama",1166180119,Start
Alabama,East South Central,5074296,"Grove Hill, Alabama",1144754911,C
Alabama,East South Central,5074296,"Guin, Alabama",1173001379,C
Alabama,East South Central,5074296,"Gulf Shores, Alabama",1174473447,C
Alabama,East South Central,5074296,"Guntersville, Alabama",1169878221,C
Alabama,East South Central,5074296,"Gurley, Alabama",1173078483,C
Alabama,East South Central,5074296,"Gu-Win, Alabama",1175521277,C
Alabama,East South Central,5074296,"Hackleburg, Alabama",1167581471,GA
Alabama,East South Central,5074296,"Haleburg, Alabama",1166180281,C
Alabama,East South Central,5074296,"Haleyville, Alabama",1168590141,GA
Alabama,East South Central,5074296,"Hamilton, Alabama",1170634832,C
Alabama,East South Central,5074296,"Hammondville, Alabama",1166180369,C
Alabama,East South Central,5074296,"Hanceville, Alabama",1169612470,C
Alabama,East South Central,5074296,"Harpersville, Alabama",1177953234,C
Alabama,East South Central,5074296,"Hartford, Alabama",1165749307,C
Alabama,East South Central,5074296,"Hartselle, Alabama",1165749341,C
Alabama,East South Central,5074296,"Hayden, Alabama",1166180747,C
Alabama,East South Central,5074296,"Hayneville, Alabama",1166180764,C
Alabama,East South Central,5074296,"Headland, Alabama",1168369252,C
Alabama,East South Central,5074296,"Heath, Alabama",1166180800,Start
Alabama,East South Central,5074296,"Heflin, Alabama",1176321971,C
Alabama,East South Central,5074296,"Helena, Alabama",1177702091,C
Alabama,East South Central,5074296,"Henagar, Alabama",1165749718,C
Alabama,East South Central,5074296,"Highland Lake, Alabama",1166180993,Start
Alabama,East South Central,5074296,"Hillsboro, Alabama",1166181055,C
Alabama,East South Central,5074296,"Hobson City, Alabama",1166181157,C
Alabama,East South Central,5074296,"Hodges, Alabama",1166181162,C
Alabama,East South Central,5074296,"Hokes Bluff, Alabama",1165750177,C
Alabama,East South Central,5074296,"Holly Pond, Alabama",1166181271,C
Alabama,East South Central,5074296,"Hollywood, Alabama",1166181286,C
Alabama,East South Central,5074296,"Homewood, Alabama",1177622299,GA
Alabama,East South Central,5074296,"Hoover, Alabama",1180348406,C
Alabama,East South Central,5074296,"Horn Hill, Alabama",1166181398,Start
Alabama,East South Central,5074296,"Hueytown, Alabama",1177622536,C
Alabama,East South Central,5074296,"Huntsville, Alabama",1180130440,FA
Alabama,East South Central,5074296,"Hurtsboro, Alabama",1096814754,C
Alabama,East South Central,5074296,"Hytop, Alabama",1166181602,Start
Alabama,East South Central,5074296,"Ider, Alabama",1166181612,C
Alabama,East South Central,5074296,"Indian Springs Village, Alabama",1166181665,C
Alabama,East South Central,5074296,"Irondale, Alabama",1169440818,C
Alabama,East South Central,5074296,"Jackson, Alabama",1165750992,C
Alabama,East South Central,5074296,"Jackson's Gap, Alabama",1166181798,Start
Alabama,East South Central,5074296,"Jacksonville, Alabama",1175988040,C
Alabama,East South Central,5074296,"Jasper, Alabama",1174380579,C
Alabama,East South Central,5074296,"Jemison, Alabama",1165751151,C
Alabama,East South Central,5074296,"Kansas, Alabama",1166182143,Start
Alabama,East South Central,5074296,"Kellyton, Alabama",1166182186,Stub
Alabama,East South Central,5074296,"Kennedy, Alabama",1166182247,Start
Alabama,East South Central,5074296,"Killen, Alabama",1166182386,C
Alabama,East South Central,5074296,"Kimberly, Alabama",1177622633,C
Alabama,East South Central,5074296,"Kinsey, Alabama",1166182487,C
Alabama,East South Central,5074296,"Kinston, Alabama",1166182489,C
Alabama,East South Central,5074296,"LaFayette, Alabama",1165752571,C
Alabama,East South Central,5074296,"Lake View, Alabama",1170831381,C
Alabama,East South Central,5074296,"Lakeview, Alabama",1166205391,Start
Alabama,East South Central,5074296,"Lanett, Alabama",1165889187,C
Alabama,East South Central,5074296,"Langston, Alabama",1171521067,C
Alabama,East South Central,5074296,"Leeds, Alabama",1179531175,C
Alabama,East South Central,5074296,"Leesburg, Alabama",1166205728,C
Alabama,East South Central,5074296,"Leighton, Alabama",1148926606,C
Alabama,East South Central,5074296,"Lester, Alabama",1166205815,Start
Alabama,East South Central,5074296,"Level Plains, Alabama",1165890044,Start
Alabama,East South Central,5074296,"Lexington, Alabama",1166205880,Start
Alabama,East South Central,5074296,"Libertyville, Alabama",1166205930,Start
Alabama,East South Central,5074296,"Lincoln, Alabama",1165890317,C
Alabama,East South Central,5074296,"Linden, Alabama",1170891816,GA
Alabama,East South Central,5074296,"Lineville, Alabama",1165890459,GA
Alabama,East South Central,5074296,"Lipscomb, Alabama",1177622747,C
Alabama,East South Central,5074296,"Lisman, Alabama",1166206088,C
Alabama,East South Central,5074296,"Littleville, Alabama",1166206172,Start
Alabama,East South Central,5074296,"Livingston, Alabama",1165891122,C
Alabama,East South Central,5074296,"Loachapoka, Alabama",1166206211,C
Alabama,East South Central,5074296,"Lockhart, Alabama",1166206220,C
Alabama,East South Central,5074296,"Locust Fork, Alabama",1173287337,C
Alabama,East South Central,5074296,"Louisville, Alabama",1166206343,Start
Alabama,East South Central,5074296,"Lowndesboro, Alabama",1166206408,C
Alabama,East South Central,5074296,"Loxley, Alabama",1170361974,C
Alabama,East South Central,5074296,"Luverne, Alabama",1173068585,C
Alabama,East South Central,5074296,"Lynn, Alabama",1166206561,Start
Alabama,East South Central,5074296,"Madison, Alabama",1177703025,C
Alabama,East South Central,5074296,"Madrid, Alabama",1166206649,C
Alabama,East South Central,5074296,"Magnolia Springs, Alabama",1166206656,GA
Alabama,East South Central,5074296,"Malvern, Alabama",1166206718,C
Alabama,East South Central,5074296,"Maplesville, Alabama",1166206829,C
Alabama,East South Central,5074296,"Margaret, Alabama",1165892174,C
Alabama,East South Central,5074296,"Marion, Alabama",1165892206,GA
Alabama,East South Central,5074296,"Maytown, Alabama",1166207284,Start
Alabama,East South Central,5074296,"McIntosh, Alabama",1176350576,C
Alabama,East South Central,5074296,"McKenzie, Alabama",1166207344,Start
Alabama,East South Central,5074296,"McMullen, Alabama",1166207363,Start
Alabama,East South Central,5074296,"Memphis, Alabama",1166207484,Start
Alabama,East South Central,5074296,"Mentone, Alabama",1166207510,GA
Alabama,East South Central,5074296,"Midfield, Alabama",1165893352,C
Alabama,East South Central,5074296,"Midland City, Alabama",1166207749,C
Alabama,East South Central,5074296,"Midway, Alabama",1158753496,C
Alabama,East South Central,5074296,"Millbrook, Alabama",1178021676,C
Alabama,East South Central,5074296,"Millport, Alabama",1166207935,C
Alabama,East South Central,5074296,"Millry, Alabama",1166207936,Start
Alabama,East South Central,5074296,"Mobile, Alabama",1180350145,GA
Alabama,East South Central,5074296,"Monroeville, Alabama",1172371452,C
Alabama,East South Central,5074296,"Montevallo, Alabama",1177552745,C
Alabama,East South Central,5074296,"Montgomery, Alabama",1180299743,GA
Alabama,East South Central,5074296,"Moody, Alabama",1179508395,C
Alabama,East South Central,5074296,"Mooresville, Alabama",1169255573,C
Alabama,East South Central,5074296,"Morris, Alabama",1177624137,C
Alabama,East South Central,5074296,"Mosses, Alabama",1175025748,C
Alabama,East South Central,5074296,"Moulton, Alabama",1165894467,C
Alabama,East South Central,5074296,"Moundville, Alabama",1166208667,C
Alabama,East South Central,5074296,"Mount Vernon, Alabama",1166208775,GA
Alabama,East South Central,5074296,"Mountain Brook, Alabama",1172621297,C
Alabama,East South Central,5074296,"Mulga, Alabama",1157496931,Start
Alabama,East South Central,5074296,"Munford, Alabama",1178871326,C
Alabama,East South Central,5074296,"Muscle Shoals, Alabama",1178909921,C
Alabama,East South Central,5074296,"Myrtlewood, Alabama",1166208882,GA
Alabama,East South Central,5074296,"Napier Field, Alabama",1166208894,Start
Alabama,East South Central,5074296,"Natural Bridge, Alabama",1166208941,C
Alabama,East South Central,5074296,"Nauvoo, Alabama",1096820857,C
Alabama,East South Central,5074296,"Nectar, Alabama",1166208963,Start
Alabama,East South Central,5074296,"Needham, Alabama",1166208968,Start
Alabama,East South Central,5074296,"New Brockton, Alabama",1166209021,C
Alabama,East South Central,5074296,"New Hope, Alabama",1179883996,C
Alabama,East South Central,5074296,"New Site, Alabama",1166209336,Start
Alabama,East South Central,5074296,"Newbern, Alabama",1180353697,GA
Alabama,East South Central,5074296,"Newton, Alabama",1166209571,C
Alabama,East South Central,5074296,"Newville, Alabama",1177928995,C
Alabama,East South Central,5074296,"North Courtland, Alabama",1166209704,Start
Alabama,East South Central,5074296,"North Johns, Alabama",1166209738,Start
Alabama,East South Central,5074296,"Northport, Alabama",1167817987,C
Alabama,East South Central,5074296,"Notasulga, Alabama",1175854552,C
Alabama,East South Central,5074296,"Oak Grove, Alabama",1124809704,C
Alabama,East South Central,5074296,"Oak Hill, Alabama",1166209958,C
Alabama,East South Central,5074296,"Oakman, Alabama",1174954255,Start
Alabama,East South Central,5074296,"Odenville, Alabama",1166210198,C
Alabama,East South Central,5074296,"Ohatchee, Alabama",1166210252,C
Alabama,East South Central,5074296,"Oneonta, Alabama",1166092446,C
Alabama,East South Central,5074296,"Onycha, Alabama",1166210466,Start
Alabama,East South Central,5074296,"Opelika, Alabama",1165896665,C
Alabama,East South Central,5074296,"Opp, Alabama",1165896683,C
Alabama,East South Central,5074296,"Orange Beach, Alabama",1179725369,C
Alabama,East South Central,5074296,"Orrville, Alabama",1175606582,C
Alabama,East South Central,5074296,"Owens Cross Roads, Alabama",1172849762,C
Alabama,East South Central,5074296,"Oxford, Alabama",1165896955,C
Alabama,East South Central,5074296,"Ozark, Alabama",1175658038,C
Alabama,East South Central,5074296,"Paint Rock, Alabama",1166210847,C
Alabama,East South Central,5074296,"Parrish, Alabama",1166210982,C
Alabama,East South Central,5074296,"Pelham, Alabama",1174024956,C
Alabama,East South Central,5074296,"Pell City, Alabama",1171029165,C
Alabama,East South Central,5074296,"Pennington, Alabama",1135170013,C
Alabama,East South Central,5074296,"Perdido Beach, Alabama",1166211174,Start
Alabama,East South Central,5074296,"Petrey, Alabama",1096817791,C
Alabama,East South Central,5074296,"Phenix City, Alabama",1160284984,C
Alabama,East South Central,5074296,"Phil Campbell, Alabama",1176609767,C
Alabama,East South Central,5074296,"Pickensville, Alabama",1166211277,C
Alabama,East South Central,5074296,"Piedmont, Alabama",1174026676,C
Alabama,East South Central,5074296,"Pike Road, Alabama",1170574167,C
Alabama,East South Central,5074296,"Pinckard, Alabama",1166211323,Start
Alabama,East South Central,5074296,"Pine Apple, Alabama",1166211355,C
Alabama,East South Central,5074296,"Pine Hill, Alabama",1166211367,Start
Alabama,East South Central,5074296,"Pine Ridge, Alabama",1166211388,Start
Alabama,East South Central,5074296,"Pinson, Alabama",1178582292,C
Alabama,East South Central,5074296,"Pisgah, Alabama",1166211442,C
Alabama,East South Central,5074296,"Pleasant Grove, Alabama",1177636010,C
Alabama,East South Central,5074296,"Pleasant Groves, Alabama",1166229073,Start
Alabama,East South Central,5074296,"Pollard, Alabama",1166229176,Start
Alabama,East South Central,5074296,"Powell, Alabama",1166229333,C
Alabama,East South Central,5074296,"Prattville, Alabama",1167939343,C
Alabama,East South Central,5074296,"Priceville, Alabama",1166229409,C
Alabama,East South Central,5074296,"Prichard, Alabama",1176865405,C
Alabama,East South Central,5074296,"Providence, Alabama",1166229472,Start
Alabama,East South Central,5074296,"Ragland, Alabama",1166229540,C
Alabama,East South Central,5074296,"Rainbow City, Alabama",1180291560,GA
Alabama,East South Central,5074296,"Rainsville, Alabama",1171084402,C
Alabama,East South Central,5074296,"Ranburne, Alabama",1166229569,C
Alabama,East South Central,5074296,"Red Bay, Alabama",1169333757,C
Alabama,East South Central,5074296,"Red Level, Alabama",1166229671,C
Alabama,East South Central,5074296,"Reece City, Alabama",1166229699,Start
Alabama,East South Central,5074296,"Reform, Alabama",1165899409,C
Alabama,East South Central,5074296,"Rehobeth, Alabama",1172196089,C
Alabama,East South Central,5074296,"Repton, Alabama",1166229759,Start
Alabama,East South Central,5074296,"Ridgeville, Alabama",1166229906,Start
Alabama,East South Central,5074296,"River Falls, Alabama",1166230019,C
Alabama,East South Central,5074296,"Riverside, Alabama",1166230024,C
Alabama,East South Central,5074296,"Riverview, Alabama",1166230040,Start
Alabama,East South Central,5074296,"Roanoke, Alabama",1165899878,C
Alabama,East South Central,5074296,"Robertsdale, Alabama",1166314424,C
Alabama,East South Central,5074296,"Rockford, Alabama",1169199856,GA
Alabama,East South Central,5074296,"Rogersville, Alabama",1166230187,C
Alabama,East South Central,5074296,"Rosa, Alabama",1166230264,Start
Alabama,East South Central,5074296,"Russellville, Alabama",1165900503,GA
Alabama,East South Central,5074296,"Rutledge, Alabama",1166230534,Start
Alabama,East South Central,5074296,"St. Florian, Alabama",1166330128,C
Alabama,East South Central,5074296,"Samson, Alabama",1165900688,C
Alabama,East South Central,5074296,"Sand Rock, Alabama",1166230657,C
Alabama,East South Central,5074296,"Sanford, Alabama",1166230687,Start
Alabama,East South Central,5074296,"Saraland, Alabama",1176013392,GA
Alabama,East South Central,5074296,"Sardis City, Alabama",1166230721,C
Alabama,East South Central,5074296,"Satsuma, Alabama",1165900914,C
Alabama,East South Central,5074296,"Scottsboro, Alabama",1174635424,C
Alabama,East South Central,5074296,"Section, Alabama",1166230919,C
Alabama,East South Central,5074296,"Selma, Alabama",1143473983,C
Alabama,East South Central,5074296,"Sheffield, Alabama",1178910007,C
Alabama,East South Central,5074296,"Shiloh, DeKalb County, Alabama",1166231236,C
Alabama,East South Central,5074296,"Shorter, Alabama",1167174337,C
Alabama,East South Central,5074296,"Silas, Alabama",1166231326,C
Alabama,East South Central,5074296,"Silverhill, Alabama",1178521390,C
Alabama,East South Central,5074296,"Sipsey, Alabama",1166231394,Start
Alabama,East South Central,5074296,"Skyline, Alabama",1166231421,C
Alabama,East South Central,5074296,"Slocomb, Alabama",1165901938,Start
Alabama,East South Central,5074296,"Smiths Station, Alabama",1165901985,C
Alabama,East South Central,5074296,"Snead, Alabama",1166231481,Start
Alabama,East South Central,5074296,"Somerville, Alabama",1166231524,C
Alabama,East South Central,5074296,"South Vinemont, Alabama",1166329815,Start
Alabama,East South Central,5074296,"Southside, Alabama",1165902345,C
Alabama,East South Central,5074296,"Spanish Fort, Alabama",1178909983,C
Alabama,East South Central,5074296,"Springville, Alabama",1165902747,C
Alabama,East South Central,5074296,"Steele, Alabama",1166330411,C
Alabama,East South Central,5074296,"Stevenson, Alabama",1165903151,C
Alabama,East South Central,5074296,"Sulligent, Alabama",1165903367,C
Alabama,East South Central,5074296,"Sumiton, Alabama",1177623469,C
Alabama,East South Central,5074296,"Summerdale, Alabama",1166330782,C
Alabama,East South Central,5074296,"Susan Moore, Alabama",1166330933,C
Alabama,East South Central,5074296,"Sweet Water, Alabama",1170589664,GA
Alabama,East South Central,5074296,"Sylacauga, Alabama",1176796677,C
Alabama,East South Central,5074296,"Sylvan Springs, Alabama",1177624259,Start
Alabama,East South Central,5074296,"Sylvania, Alabama",1166331023,GA
Alabama,East South Central,5074296,"Talladega Springs, Alabama",1166331095,C
Alabama,East South Central,5074296,"Talladega, Alabama",1165903654,C
Alabama,East South Central,5074296,"Tallassee, Alabama",1151228134,C
Alabama,East South Central,5074296,"Tarrant, Alabama",1177783643,C
Alabama,East South Central,5074296,"Taylor, Alabama",1166331142,C
Alabama,East South Central,5074296,"Thomaston, Alabama",1166331276,C
Alabama,East South Central,5074296,"Thomasville, Alabama",1178846594,GA
Alabama,East South Central,5074296,"Thorsby, Alabama",1166331319,C
Alabama,East South Central,5074296,"Town Creek, Alabama",1166331496,C
Alabama,East South Central,5074296,"Toxey, Alabama",1166331527,Start
Alabama,East South Central,5074296,"Trafford, Alabama",1166331545,Start
Alabama,East South Central,5074296,"Triana, Alabama",1178614293,GA
Alabama,East South Central,5074296,"Trinity, Alabama",1166331634,C
Alabama,East South Central,5074296,"Troy, Alabama",1176314436,C
Alabama,East South Central,5074296,"Trussville, Alabama",1175000150,C
Alabama,East South Central,5074296,"Tuscaloosa, Alabama",1179478135,B
